Title,Company,Expereince,Salary,Location,Qualification,Posted
"R&D Sr. Officer, Health Relief",Reckitt Benckiser Pvt Ltd,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Focusing on one of our categories - Health, Home or Hygiene - you ll help drive technic...",24 Days Ago
AngularJS with Nodejs,Hurix,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . Good knowledge of functional programming . Strong understanding of Oops concept and M...,25 Days Ago
Associate,Grant Thornton,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Possess good understanding of accounting conceptsWillingness to travel,25 Days Ago
Senior Manager(L5)-Project Execution,Tata Motors Finance,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Education BE / B Tech Execute the changes required for implementation of the DMLs relea...,25 Days Ago
Senior Manager - TSM - EV,Tata Motors Finance,5-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . Drive the sales volume daily to achieve the targeted volume and request assistance fr...,25 Days Ago
Executive(L6) - Warehousing,Tata Motors Finance,2-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Education Diploma or Equivalent Graduate, BE / B Tech (Mechanical / Elec.) Relevant Exp...",25 Days Ago
Executive(L6) - BIW Maintenance,Tata Motors Finance,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Minimum 3 - 5 Years of Industry experience-BIW Maintenance . Manufacturing process of B...,25 Days Ago
"Opening For B2b sales& Field sales- Bdm,senior Bdm & Team leader",Randstad,2-7 Yrs,3-8 Lacs PA,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)"," However we are open to other industries with similar backgrounds, and B2B hardcore sale...",26 Days Ago
CN - Strategy - MC - CFO EV - Enterprise Performance Management - EPM,Accenture,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru"," Candidate should be self-motivated with strong analytical, problem solving, interperson...",19 Days Ago
SW Support Engineer II,NCR Corporation,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Bachelor of Science or Master of Science degree in a discipline related to the product ...,26 Days Ago
Junior Engineer-QA(SHC),Sandhar Technologies,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Defect Tracking and Reporting: You will use defect tracking tools to log, track, and ma...",26 Days Ago
Assistant Manager - CPD(STL),Sandhar Technologies,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," As an Assistant Manager - CPD (STL), your role is likely to involve managing and suppor...",26 Days Ago
Azure Devops Tech Lead,Tech Mahindra,8-13 Yrs,12-18 Lacs PA,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Location - PAN India Shift - US Shift Apply here: https://forms.gle/2BTxv46qhvJQ6WD77 J...,26 Days Ago
"Oracle EPM Lead (Epbcs, PBCS, FCCS, ARCS, TRCS, Edmcs, Eprcs, Pcmcs)",Oracle,7-12 Yrs,Not disclosed,"Hybrid - Kolkata, West Bengal, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Delhi / NCR, Mumbai (All Areas)", Experience Required : 7+ years in EPM space. Experience in Implementation of EPM cloud ...,26 Days Ago
CN-Strategy -MC- CFO EV- Enterprise Performance Management- Sr Manager,Accenture,12-14 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru"," Candidate should be self-motivated with strong analytical, problem solving, interperson...",25 Days Ago
SMTE Switchgear Electronics,Tata Motors Finance,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Hands on experience in development and integration of Infotainment, instrument cluster,...",30+ Days Ago
Senior Manager (L5) - Service Technical Support EV,Tata Motors Finance,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", This is to ensure trouble free operation & proper coordination with field team for reso...,30+ Days Ago
"Senior Manager (L5) - Engineer Interior Trims, B&T",Tata Motors Finance,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . Work Experience . CAD modelling and 3D annotations of Interior trims components and a...,30+ Days Ago
Sr. Software Developer in Test,"PerkinElmer, Inc.",5-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," Create, update, maintain and execute automated test suites for various web applications...",30+ Days Ago
Senior Engineer - QA(SCR),Sandhar Technologies,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Proficiency in a programming language such as Java or Python is preferredStrong experie...,30+ Days Ago
Software Engineer IV,NCR Corporation,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Proven experience as a Senior Software Engineer with 7+ years of experience . Extensive...,29 Days Ago
Angular Developer,Atos,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . Good background developing Angular and HTML 5 based screens . Ability to develop the ...,29 Days Ago
MLOps Engineer,HCLTech,3-8 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Implement end-to-end solutions based on microservices for batch and real-time algorithm...,30 Days Ago
Sr.Manager-Mechatronics,Tata Motors Finance,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," a.This role is responsible for design and development, verification & validation, certi...",30+ Days Ago
Sr. Manager- PSD,Tata Motors Finance,2-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", This position also requires good analytical and managerial skills to control costs and ...,30+ Days Ago
Senior Mgr - CQ - Electrical & Electronics,Tata Motors Finance,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Education BE / B Tech Develop and maintain good relationships with the stakeholders for...,30+ Days Ago
Senior Manager-Capex Planning,Tata Motors Finance,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Personal Profile: Education : Graduation in Engineering (MBA Operations / Finance prefe...,30+ Days Ago
Senior Manager (L5) - Engineer Crash Simulation,Tata Motors Finance,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," a. Responsible for conducting Structural CAE simulations for Full vehicle, sub-system, ...",30+ Days Ago
Senior Manager - Project Planning and Execution TCF,Tata Motors Finance,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Relevant Experience : Knowledge of car Electrical & electronics Experience of employmen...,30+ Days Ago
Sr. Manager - Sales-Aggr.Bus.-Trailer Axles(East),Tata Motors Finance,2-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Education Qualifications An Engineering Graduate in Mechanical or Automobile. Work Expe...,30 Days Ago
Senior Manager - Fleet Management Finance,Tata Motors Finance,3-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Relevant Experience : 3-4 YEARS . Education . Work Experience,30 Days Ago
Lead - Purchase Powertrain,Tata Motors Finance,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", . Education . Work Experience Relationship development: Ensure good relationships with ...,30 Days Ago
GCP & SO Procurement Supply Chain,Schneider Electric,10-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", Degree in Engineering (Electrical preferred) . Minimum 5+ years as a leadership role wi...,30 Days Ago
Sitecore Developer,Cognizant,3-8 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Experience : 3 to 12 years Location : Pan India CTC : 3 times of experienceStrong under...,30 Days Ago
Sharepoint Developer/SPFx Developer,Cognizant,3-8 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Experience required 3 to 15 years. Pan India. Notice Period : 90 Days. Mode of job : Hy...,30 Days Ago
Urgent opening For Automation tester /6+ Years,Tech Mahindra,6-11 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Automation Tester Cucumber for Java and Selenium and Sound Knowledge of Java Experience...,30 Days Ago
HCL TECH - Hirring Java Full Stack with Angular Pune,HCLTech,5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Experience: 5 to 10 Years. Notice Period: Immediate to 50 DaysHans on Experience in Ang...,30 Days Ago
Oracle EBS SCM Functional Professional - Short Joiners,Deloitte,4-9 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Gurgaon/ Gurugram, Haryana, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)", Exposure to End-to-end cycles like Order to Cash(O2C) is preferredFunctional profession...,30 Days Ago
Oracle EBS Finance Functional Professional - Short Notice Period,Deloitte,4-9 Yrs,Not disclosed,"Hybrid - Kolkata, West Bengal, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)"," A Bachelor / Masters degree in Engineering, Business, Operations Functional professiona...",30+ Days Ago
Short Notice Period - Oracle EBS Technical Developer Professional,Deloitte,4-9 Yrs,Not disclosed,"Hybrid - Kolkata, West Bengal, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)", Experience: 4-9 YearsJob Location: Any of Deloitte USI office location (Hyderabad/Benga...,30+ Days Ago
Digital Transformation Consultant,Tech Mahindra,8-13 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Must Have: 7+ years of experience as Process Improvement Coach / Manager in Telecom dom...,30+ Days Ago
CN - Strategy- MC- CFO EV- Enterprise Performance Management - Manager,Accenture,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru"," Candidate should be self-motivated with strong analytical, problem solving, interperson...",27 Days Ago
Workday Technical Specialist,Genpact,9-14 Yrs,Not disclosed,"Noida, Uttar Pradesh, Kolkata, West Bengal, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)"," Experience handling production support issues, minor and major defects / improvements. ...",19 Days Ago
Workday Functional Specialist,Genpact,9-14 Yrs,Not disclosed,"Noida, Uttar Pradesh, Kolkata, West Bengal, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)", Responsibilities:Craft and configure applications to meet business process and applicat...,19 Days Ago
Assistant Manager,Comviva Technology,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru", a) Month- End closure activities b) Branch and Subsidiary Audits coordination c) Prepar...,1 Day Ago
Site Reliability Engineering (SRE),HCLTech,7-12 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)", Extensive hands-on experience with Public Cloud providers like AWS & AzureExperience wi...,30+ Days Ago
OAC Reporting Lead,Oracle,7-12 Yrs,Not disclosed,"Hybrid - Noida, Kolkata, Mumbai, Gandhinagar, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," As a Technical Consultant, you will be working on both offshore and onsite client proje...",30 Days Ago
